date,value
2025-01-01,265.59
2025-02-01,262.13
2025-03-03,248.05
2025-04-01,259.60
2025-05-02,272.05
2025-06-02,277.60
2025-07-01,286.84
2025-08-01,277.35
2025-09-01,278.18
2025-10-01,280.51
2025-11-03,291.35
2025-12-01,296.10
