date,value
2004-01-01,190.99
2004-02-03,177.22
2004-03-01,184.85
2004-04-01,181.99
2004-05-03,177.40
2004-06-01,151.50
2004-07-01,153.27
2004-08-02,164.75
2004-09-01,164.75
2004-10-01,179.25
2004-11-01,181.00
2004-12-01,198.50
