date,value
2003-01-01,111.45
2003-02-03,107.00
2003-03-03,106.45
2003-04-01,99.10
2003-05-02,95.45
2003-06-02,101.05
2003-07-01,113.05
2003-08-01,120.74
2003-09-01,136.95
2003-10-01,142.71
2003-11-03,160.14
2003-12-01,166.23
