date,value
2023-01-02,199.34
2023-02-01,193.13
2023-03-01,191.28
2023-04-03,190.56
2023-05-02,198.39
2023-06-01,202.99
2023-07-03,212.30
2023-08-01,217.23
2023-09-01,214.27
2023-10-03,215.57
2023-11-01,209.99
2023-12-01,223.75
