date,value
2015-01-01,838.14
2015-02-02,891.85
2015-03-02,894.13
2015-04-01,860.63
2015-05-04,835.31
2015-06-01,847.63
2015-07-01,852.18
2015-08-03,866.35
2015-09-01,791.07
2015-10-01,802.94
2015-11-02,816.53
2015-12-01,803.93
