date,value
2008-01-01,619.99
2008-02-01,535.97
2008-03-03,507.00
2008-04-01,480.07
2008-05-02,526.35
2008-06-02,480.84
2008-07-01,397.40
2008-08-01,447.82
2008-09-01,441.81
2008-10-01,399.15
2008-11-03,304.38
2008-12-01,271.57
