date,value
2017-01-02,68.02
2017-02-01,67.65
2017-03-01,66.85
2017-04-03,64.91
2017-05-02,64.21
2017-06-01,64.47
2017-07-03,64.75
2017-08-01,64.07
2017-09-01,63.98
2017-10-03,65.55
2017-11-01,64.53
2017-12-04,64.38
