date,value
2015-01-01,63.32
2015-02-02,61.88
2015-03-02,61.82
2015-04-06,62.16
2015-05-05,63.52
2015-06-01,63.61
2015-07-01,63.62
2015-08-03,63.96
2015-09-01,66.26
2015-10-01,65.55
2015-11-02,65.48
2015-12-01,66.52
