date,value
2022-01-03,74.34
2022-02-01,74.82
2022-03-01,75.46
2022-04-01,75.94
2022-05-02,76.51
2022-06-01,77.53
2022-07-01,79.03
2022-08-01,79.02
2022-09-01,79.56
2022-10-03,81.89
2022-11-01,82.64
2022-12-01,81.25
