date,value
2011-01-03,44.67
2011-02-01,45.81
2011-03-01,45.12
2011-04-05,44.45
2011-05-02,44.30
2011-06-01,44.89
2011-07-01,44.59
2011-08-01,44.05
2011-09-02,45.90
2011-10-03,49.42
2011-11-01,49.08
2011-12-01,51.65
