date,value
2014-01-01,61.93
2014-02-03,62.69
2014-03-03,61.86
2014-04-02,59.65
2014-05-02,60.23
2014-06-02,59.14
2014-07-01,60.14
2014-08-01,60.85
2014-09-01,60.47
2014-10-01,61.75
2014-11-03,61.41
2014-12-01,62.14
