date,value
2013-01-01,54.83
2013-02-01,53.32
2013-03-01,54.48
2013-04-02,54.33
2013-05-02,53.74
2013-06-03,56.57
2013-07-01,59.15
2013-08-01,60.74
2013-09-02,65.86
2013-10-01,62.36
2013-11-01,61.90
2013-12-02,62.23
