date,value
2019-02-04,60.05
2019-03-01,60.65
2019-04-01,65.16
2019-05-02,62.56
2019-06-03,64.83
2019-07-01,63.62
2019-08-01,57.40
2019-09-03,56.50
2019-10-01,58.04
2019-11-01,61.71
2019-12-02,62.69
