date,value
2022-01-03,118.59
2022-02-01,117.60
2022-03-02,107.97
2022-04-01,113.98
2022-05-02,113.40
2022-06-01,108.34
2022-07-01,102.66
2022-08-01,115.75
2022-09-01,121.25
2022-10-03,117.25
2022-11-01,122.24
2022-12-01,124.47
