date,value
2025-01-01,218.51
2025-02-01,203.62
2025-03-03,183.03
2025-04-01,195.02
2025-05-02,203.43
2025-06-02,218.67
2025-07-01,225.99
2025-08-01,217.70
2025-09-01,217.98
2025-10-01,218.97
2025-11-03,228.87
2025-12-01,230.91
