date,value
2020-01-01,63.60
2020-02-01,66.03
2020-03-02,62.56
2020-04-01,48.36
2020-05-04,50.14
2020-06-01,52.12
2020-07-01,55.84
2020-08-03,59.14
2020-09-01,64.41
2020-10-01,65.76
2020-11-02,65.34
2020-12-01,76.03
