date,value
2024-01-01,175.53
2024-02-01,182.12
2024-03-01,184.31
2024-04-01,185.11
2024-05-02,194.78
2024-06-03,206.84
2024-07-01,216.04
2024-08-01,223.18
2024-09-02,224.32
2024-10-01,230.25
2024-11-01,218.01
2024-12-02,217.02
