date,value
2023-01-01,176.5
2023-02-01,176.8
2023-03-01,177.2
2023-04-01,178.1
2023-05-01,179.1
2023-06-01,181.0
2023-07-01,186.3
2023-08-01,186.2
2023-09-01,184.1
2023-10-01,185.3
2023-11-01,186.3
2023-12-01,185.7
