date,value
2009-01-01,72.07
2009-02-01,72.70
2009-03-01,73.33
2009-04-01,73.96
2009-05-01,74.60
2009-06-01,75.24
2009-07-01,75.90
2009-08-01,76.55
2009-09-01,77.21
2009-10-01,77.88
2009-11-01,78.55
2009-12-01,79.23
