date,value
2013-01-01,104.6
2013-02-01,105.3
2013-03-01,105.5
2013-04-01,106.1
2013-05-01,106.9
2013-06-01,109.3
2013-07-01,111.0
2013-08-01,112.4
2013-09-01,113.7
2013-10-01,114.8
2013-11-01,116.3
2013-12-01,114.5
