date,value
2010-01-01,79.92
2010-02-01,80.68
2010-03-01,81.44
2010-04-01,82.21
2010-05-01,82.99
2010-06-01,83.78
2010-07-01,84.57
2010-08-01,85.38
2010-09-01,86.18
2010-10-01,87.00
2010-11-01,87.83
2010-12-01,88.66
