date,value
2016-01-01,126.3
2016-02-01,126.0
2016-03-01,126.0
2016-04-01,127.3
2016-05-01,128.6
2016-06-01,130.1
2016-07-01,131.1
2016-08-01,131.1
2016-09-01,130.9
2016-10-01,131.4
2016-11-01,131.2
2016-12-01,130.4
