date,value
2025-01-01,64.35
2025-02-01,68.95
2025-03-03,71.36
2025-04-01,76.72
2025-05-02,78.91
2025-06-02,80.52
2025-07-01,81.05
2025-08-01,81.95
2025-09-01,86.61
2025-10-01,97.63
2025-11-03,100.05
2025-12-01,106.72
