date,value
2023-01-02,47.17
2023-02-01,49.41
2023-03-01,47.77
2023-04-03,50.80
2023-05-02,51.31
2023-06-01,50.99
2023-07-03,49.56
2023-08-01,50.69
2023-09-01,50.37
2023-10-03,48.83
2023-11-01,51.76
2023-12-01,53.29
