date,value
2022-01-03,41.73
2022-02-01,41.55
2022-03-02,44.39
2022-04-01,44.57
2022-05-02,44.16
2022-06-01,43.52
2022-07-01,44.36
2022-08-01,44.22
2022-09-01,43.35
2022-10-03,43.14
2022-11-01,43.31
2022-12-01,45.37
