date,value
2010-01-04,1653.88
2010-02-01,1609.48
2010-03-02,1656.40
2010-04-01,1615.34
2010-05-03,1682.80
2010-06-01,1834.80
2010-07-01,1855.55
2010-08-02,1751.30
2010-09-01,1874.35
2010-10-01,1872.95
2010-11-01,1936.20
2010-12-01,1997.30
