date,value
2018-01-02,360.00
2018-02-01,385.49
2018-03-01,379.59
2018-04-03,357.39
2018-05-01,367.25
2018-06-01,392.90
2018-07-02,391.18
2018-08-01,404.64
2018-09-03,427.20
2018-10-01,428.32
2018-11-01,391.03
2018-12-03,393.39
