date,value
2016-01-04,243.41
2016-02-01,233.53
2016-03-01,234.81
2016-04-01,247.00
2016-05-03,237.47
2016-06-01,248.19
2016-07-01,244.03
2016-08-01,261.55
2016-09-01,261.85
2016-10-03,267.50
2016-11-01,262.37
2016-12-01,262.08
