date,value
2013-01-02,145.57
2013-02-01,147.06
2013-03-01,146.71
2013-04-02,151.38
2013-05-01,154.44
2013-06-03,158.62
2013-07-01,158.04
2013-08-01,167.28
2013-09-02,167.31
2013-10-01,174.56
2013-11-01,181.59
2013-12-02,187.90
