date,value
2023-01-03,613.28
2023-02-01,685.46
2023-03-01,677.91
2023-04-03,742.22
2023-05-02,742.18
2023-06-01,816.54
2023-07-03,862.07
2023-08-01,894.12
2023-09-01,880.90
2023-10-02,846.43
2023-11-01,826.63
2023-12-01,907.86
