date,value
2021-01-01,22.48
2021-02-01,22.49
2021-03-01,22.00
2021-04-01,22.14
2021-05-03,22.31
2021-06-01,22.40
2021-07-01,22.59
2021-08-02,22.46
2021-09-01,22.48
2021-10-01,22.79
2021-11-01,22.62
2021-12-01,23.16
