date,value
2022-01-03,23.33
2022-02-01,22.14
2022-03-02,22.55
2022-04-01,22.50
2022-05-02,22.22
2022-06-01,22.05
2022-07-01,22.09
2022-08-01,22.35
2022-09-01,22.64
2022-10-03,22.56
2022-11-01,22.57
2022-12-01,23.04
