date,value
2020-01-01,20.32
2020-02-01,20.02
2020-03-02,20.80
2020-04-01,21.07
2020-05-04,21.48
2020-06-01,21.77
2020-07-01,21.85
2020-08-03,22.03
2020-09-01,21.85
2020-10-01,21.90
2020-11-02,22.30
2020-12-01,22.32
