date,value
2018-01-01,16.94
2018-02-01,16.76
2018-03-05,16.58
2018-04-02,17.10
2018-05-02,16.85
2018-06-01,16.85
2018-07-02,16.94
2018-08-01,17.15
2018-09-03,17.05
2018-10-01,17.16
2018-11-01,17.42
2018-12-03,17.79
