date,value
2014-01-02,11913.47
2014-02-03,11760.02
2014-03-03,12224.77
2014-04-01,12166.01
2014-05-01,11618.63
2014-06-02,11946.87
2014-07-01,12664.88
2014-08-01,12775.46
2014-09-01,13389.87
2014-10-01,13436.80
2014-11-03,13886.03
2014-12-01,14467.43
