date,value
2016-01-04,16108.87
2016-02-01,15802.98
2016-03-01,16004.65
2016-04-01,16835.52
2016-05-03,15753.76
2016-06-01,16715.60
2016-07-01,16457.38
2016-08-01,17455.85
2016-09-01,17530.86
2016-10-03,17796.78
2016-11-01,17502.70
2016-12-01,17918.41
