date,value
2018-01-02,22921.20
2018-02-01,24521.02
2018-03-01,24760.66
2018-04-03,23237.50
2018-05-01,23878.59
2018-06-01,26395.02
2018-07-02,26842.77
2018-08-01,27766.40
2018-09-03,29314.46
2018-10-01,29391.32
2018-11-01,26832.48
2018-12-03,26994.42
