date,value
2025-01-02,103447.68
2025-02-03,106242.84
2025-03-03,104116.57
2025-04-01,96929.31
2025-05-01,97806.56
2025-06-02,104339.33
2025-07-01,110210.06
2025-08-01,114061.63
2025-09-01,118656.74
2025-10-01,125499.94
2025-11-03,132048.49
2025-12-01,130392.22
