date,value
2023-02-21,93.48
2023-03-01,90.85
2023-04-03,89.73
2023-05-02,94.93
2023-06-01,100.24
2023-07-03,106.58
2023-08-01,114.21
2023-09-01,120.72
2023-10-03,123.43
2023-11-01,120.46
2023-12-01,133.57
