date,value
2025-01-01,180.32
2025-02-01,160.49
2025-03-03,138.44
2025-04-01,151.05
2025-05-02,154.47
2025-06-02,170.37
2025-07-01,178.46
2025-08-01,169.90
2025-09-01,168.78
2025-10-01,169.89
2025-11-03,175.37
2025-12-01,169.08
