date,value
2025-01-01,729.55
2025-02-01,678.73
2025-03-03,616.28
2025-04-01,667.85
2025-05-02,688.09
2025-06-02,717.54
2025-07-01,736.48
2025-08-01,711.20
2025-09-01,716.46
2025-10-01,731.26
2025-11-03,757.68
2025-12-01,744.88
