date,value
2008-01-01,128.06
2008-02-01,103.40
2008-03-03,92.70
2008-04-01,81.03
2008-05-02,95.06
2008-06-02,80.99
2008-07-01,60.70
2008-08-01,72.65
2008-09-01,72.75
2008-10-01,62.83
2008-11-03,45.84
2008-12-01,39.50
