date,value
2024-01-01,568.13
2024-02-01,589.92
2024-03-01,632.47
2024-04-01,655.78
2024-05-02,700.57
2024-06-03,750.20
2024-07-01,767.87
2024-08-01,791.50
2024-09-02,802.49
2024-10-01,821.83
2024-11-01,756.06
2024-12-02,759.95
