date,value
2014-01-01,130.09
2014-02-03,120.45
2014-03-03,123.28
2014-04-01,133.53
2014-05-02,137.24
2014-06-02,159.59
2014-07-01,167.58
2014-08-01,162.22
2014-09-01,171.14
2014-10-01,171.45
2014-11-03,179.74
2014-12-01,185.83
