date,value
2011-01-03,121.84
2011-02-01,107.93
2011-03-01,107.12
2011-04-01,112.86
2011-05-02,112.50
2011-06-01,113.74
2011-07-01,112.00
2011-08-01,108.23
2011-09-02,101.03
2011-10-03,98.04
2011-11-01,99.79
2011-12-01,92.45
