date,value
2003-03-06,137.00
2003-04-03,148.00
2003-05-02,137.00
2003-06-04,167.00
2003-07-01,181.00
2003-08-01,203.00
2003-09-01,229.50
2003-10-01,245.57
2003-11-03,268.00
2003-12-01,287.00
